C  914   991
C  1073   991
C  271   220
C  811   734
C  1335   1243
C  753   829
C  1428   1332
C  1636   1635
C  979   902
C  816   740
C  1960   1959
C  808   809
C  2056   2057
C  613   544
C  665   740
C  523   522
C  338   393
C  823   899
C  895   894
C  5226   5305
C  387   388
C  1414   1516
C  542   475
C  1075   1076
