2982      0.5
3421      0.5
1606      0.5
756      0.5
2808      0.5
4209      0.5
6557      0.5
3894      0.5
4567      0.5
416      0.5
5081      0.5
1541      0.5
9266      0.5
6731      0.5
4059      0.5
4591      0.5
2811      0.5
2260      0.5
4057      0.5
4230      0.5
25858      0.5
1218      0.5
7742      0.5
2986      0.5
5792      0.5
7364      0.5
10458      0.5
10045      0.5
2812      0.5
2544      0.5
2668      0.5
2398      0.5
1424      0.5
488      0.5
2009      0.5
2264      0.5
4947      0.5
5125      0.5
5843      0.5
5483      0.5
6514      0.5
6686      0.5
7531      0.5
7027      0.5
6857      0.5
6690      0.5
2380      0.5
2384      0.5
6017      0.5
6376      0.5
3397      0.5
2954      0.5
7387      0.5
5103      0.5
2032      0.5
2287      0.5
1782      0.5
2410      0.5
5819      0.5
6700      0.5
2430      0.5
1798      0.5
329      0.5
1804      0.5
7405      0.5
7234      0.5
10003      0.5
6518      0.5
1054      0.5
2013      0.5
1514      0.5
1509      0.5
6190      0.5
6545      0.5
1148      0.5
290      0.5
775      0.5
1053      0.5
782      0.5
960      0.5
1537      0.5
1300      0.5
1783      0.5
2290      0.5
37028      0.5
26035      0.5
41550      0.5
37206      0.5
