-1.0           0.0           0.000
N              6190         0.040          150           766
N              6368         0.040          150           767
N              6545         0.040          150           768
-1.0           0.0           0.000
N              1148         0.060          150           769
N              1046         0.060          181.07        770
N              951          0.060          181.07        771
N              859          0.060          181.07        772
N              769          0.060          181.07        773
N              681          0.060          181.07        774
N              594          0.060          212.13        775
N              510          0.060          181.07        776
N              429          0.060          150           777
N              356          0.060          150           778
N              290          0.060          150           779
-1.0           0.0           0.000
R              775          0.040          5             2             150
R              865          0.040          5             2             181.07
R              866          0.040          5             2             150
R              958          0.040          5             2             181.07
R              1053         0.040          5             2             150
-1.0           0.0           0.000
R              782          0.040          5             2             150
R              871          0.040          5             2             150
R              870          0.040          5             2             150
R              869          0.040          5             2             150
R              868          0.040          5             2             150
R              960          0.040          5             2             150
-1.0           0.0           0.000
R              1537         0.040          5             2             150
R              1413         0.040          5             2             181.07
R              1300         0.040          5             2             150
-1.0           0.0           0.000
R              1783         0.040          5             2             150
R              1909         0.040          5             2             181.07
R              2035         0.040          5             2             150
R              2162         0.040          5             2             150
R              2290         0.040          5             2             150
-1.0           0.0           0.000
R              37028        0.035          50            6             150
R              37029        0.035          100           8             150
R              36856        0.035          100           8             181.07
R              36691        0.035          100           8             181.07
R              36531        0.035          100           8             150
R              36375        0.035          100           8             181.07
R              36374        0.035          100           8             150
R              36373        0.035          100           8             181.07
R              36372        0.035          100           8             150
R              36371        0.035          100           8             150
R              36370        0.035          100           8             150
R              36213        0.035          100           8             181.07
R              36057        0.035          100           8             181.07
R              35901        0.035          100           8             150
R              35745        0.035          100           8             150
R              35589        0.035          100           8             150
R              35432        0.035          100           8             150
R              35275        0.035          100           8             181.07
R              35115        0.035          100           8             150
R              34954        0.035          100           8             181.07
R              34792        0.035          100           8             150
R              34624        0.035          100           8             150
R              34456        0.035          100           8             150
R              34289        0.035          100           8             181.07
R              34118        0.035          100           8             181.07
R              33935        0.035          100           8             150
R              33752        0.035          100           8             150
R              33569        0.035          100           8             150
R              33386        0.035          100           8             150
R              33202        0.035          100           8             150
R              33016        0.035          100           8             150
R              32830        0.035          100           8             150
R              32645        0.035          100           8             150
R              32461        0.035          100           8             150
R              32277        0.035          100           8             181.07
R              32093        0.035          100           8             150
R              31910        0.035          100           8             150
R              31726        0.035          100           8             181.07
R              31542        0.035          100           8             150
R              31355        0.035          100           8             181.07
R              31167        0.035          100           8             150
R              30977        0.035          100           8             150
R              30787        0.035          100           8             181.07
R              30596        0.035          100           8             150
R              30405        0.035          100           8             150
R              30404        0.035          100           8             150
R              30403        0.035          100           8             150
R              30402        0.035          100           8             181.07
R              30209        0.035          100           8             181.07
R              30208        0.035          100           8             150
R              30207        0.035          100           8             181.07
R              30013        0.035          100           8             181.07
R              29820        0.035          100           8             150
R              29626        0.035          100           8             181.07
R              29431        0.035          100           8             181.07
R              29227        0.035          100           8             150
R              29024        0.035          100           8             150
R              28821        0.035          100           8             150
R              28618        0.035          100           8             150
R              28415        0.035          100           8             150
R              28414        0.035          100           8             181.07
R              28616        0.035          100           8             212.13
R              28412        0.035          100           8             181.07
R              28411        0.035          100           8             181.07
R              28208        0.035          100           8             212.13
R              28002        0.035          100           8             212.13
R              27796        0.035          100           8             181.07
R              27592        0.035          100           8             150
R              27390        0.035          100           8             150
R              27192        0.035          100           8             181.07
R              26996        0.035          100           8             212.13
R              26803        0.035          100           8             181.07
R              26802        0.035          100           8             150
R              26801        0.035          100           8             150
R              26800        0.035          100           8             150
R              26799        0.035          100           8             181.07
R              26609        0.035          100           8             212.13
R              26422        0.035          100           8             212.13
R              26237        0.030          100           8             181.07
R              26236        0.030          100           8             150
R              26235        0.030          100           8             150
R              26234        0.030          100           8             150
R              26233        0.030          100           8             181.07
R              26416        0.030          100           8             181.07
R              26415        0.030          100           8             181.07
R              26230        0.030          100           8             181.07
R              26229        0.030          100           8             150
R              26228        0.030          100           8             150
R              26227        0.030          100           8             150
R              26226        0.030          100           8             181.07
R              26409        0.030          100           8             212.13
R              26224        0.030          100           8             181.07
R              26223        0.030          100           8             150
R              26222        0.030          100           8             181.07
R              26040        0.030          100           8             181.07
R              26039        0.030          100           8             150
R              26038        0.030          100           8             150
R              26037        0.030          100           8             150
R              26036        0.030          100           8             150
R              26035        0.040          100           8             150
-1.0           0.0           0.000
R              41550        0.035          60            9             150
R              41549        0.035          60            9             150
R              41519        0.035          60            9             181.07
R              41468        0.035          60            9             181.07
R              41467        0.035          60            9             150
R              41466        0.035          60            9             150
R              41465        0.035          60            9             150
R              41464        0.035          60            9             181.07
R              41396        0.035          60            9             212.13
R              41311        0.035          60            9             212.13
R              41198        0.035          60            9             181.07
R              41197        0.035          60            9             150
R              41196        0.035          60            9             150
R              41195        0.035          60            9             181.07
R              41066        0.035          60            9             150
R              40925        0.035          60            9             181.07
R              40768        0.035          60            9             181.07
R              40608        0.035          60            9             181.07
R              40448        0.035          60            9             150
R              40290        0.035          60            9             150
R              40123        0.035          60            9             150
R              39956        0.035          60            9             150
R              39790        0.035          60            9             150
R              39624        0.035          60            9             150
R              39458        0.035          60            9             181.07
R              39291        0.035          60            9             181.07
R              39123        0.035          60            9             150
R              38954        0.035          60            9             181.07
R              38784        0.035          60            9             212.13
R              38614        0.035          60            9             181.07
R              38444        0.035          60            9             150
R              38268        0.035          60            9             150
R              38091        0.035          60            9             181.07
R              37915        0.035          60            9             181.07
R              37738        0.035          60            9             181.07
R              37562        0.035          60            9             181.07
R              37385        0.035          60            9             150
R              37206        0.035          60            9             150
